HDR,ROLLING SYSTEM DEMAND
VD,20201009014500,22113
VD,20201009015000,22064
VD,20201009015500,22057
VD,20201009020000,21917
VD,20201009020500,21809
VD,20201009021000,21835
VD,20201009021500,21759
VD,20201009022000,21690
VD,20201009022500,21544
VD,20201009023000,21476
VD,20201009023500,21467
VD,20201009024000,21464
VD,20201009024500,21455
VD,20201009025000,21483
VD,20201009025500,21620
VD,20201009030000,21642
VD,20201009030500,21602
VD,20201009031000,21660
VD,20201009031500,21682
VD,20201009032000,21727
VD,20201009032500,21840
VD,20201009033000,21925
VD,20201009033500,21759
VD,20201009034000,21716
VD,20201009034500,21755
VD,20201009035000,21814
VD,20201009035500,21791
VD,20201009040000,21845
VD,20201009040500,22013
VD,20201009041000,22115
VD,20201009041500,22114
VD,20201009042000,22184
VD,20201009042500,22234
VD,20201009043000,22329
VD,20201009043500,22504
VD,20201009044000,22750
VD,20201009044500,22967
VD,20201009045000,23307
VD,20201009045500,23693
VD,20201009050000,23938
VD,20201009050500,24515
VD,20201009051000,25373
VD,20201009051500,25889
VD,20201009052000,26296
VD,20201009052500,26631
VD,20201009053000,26927
VD,20201009053500,27382
VD,20201009054000,27758
VD,20201009054500,28238
VD,20201009055000,28649
VD,20201009055500,29021
VD,20201009060000,29384
VD,20201009060500,29938
VD,20201009061000,30448
VD,20201009061500,30736
VD,20201009062000,30967
VD,20201009062500,31179
VD,20201009063000,31339
VD,20201009063500,31575
VD,20201009064000,31992
VD,20201009064500,32228
VD,20201009065000,32371
VD,20201009065500,32476
VD,20201009070000,32657
VD,20201009070500,32877
VD,20201009071000,33066
VD,20201009071500,33143
VD,20201009072000,32998
VD,20201009072500,33023
VD,20201009073000,33011
VD,20201009073500,32846
VD,20201009074000,32854
VD,20201009074500,32724
VD,20201009075000,32528
VD,20201009075500,32553
VD,20201009080000,32423
VD,20201009080500,32477
VD,20201009081000,32698
VD,20201009081500,32609
VD,20201009082000,32633
VD,20201009082500,32483
VD,20201009083000,32256
VD,20201009083500,32255
VD,20201009084000,32343
VD,20201009084500,32279
VD,20201009085000,32311
VD,20201009085500,32270
VD,20201009090000,32081
VD,20201009090500,31858
VD,20201009091000,31875
VD,20201009091500,31779
VD,20201009092000,31828
VD,20201009092500,31828
VD,20201009093000,31818
VD,20201009093500,31664
VD,20201009094000,31676
VD,20201009094500,31662
VD,20201009095000,31659
VD,20201009095500,31415
VD,20201009100000,31152
VD,20201009100500,31279
VD,20201009101000,31287
VD,20201009101500,31531
VD,20201009102000,31578
VD,20201009102500,31531
VD,20201009103000,31506
VD,20201009103500,31549
VD,20201009104000,31454
VD,20201009104500,31055
VD,20201009105000,31106
VD,20201009105500,31295
VD,20201009110000,31258
VD,20201009110500,31420
VD,20201009111000,31647
VD,20201009111500,31733
VD,20201009112000,31604
VD,20201009112500,31744
VD,20201009113000,31635
VD,20201009113500,31435
VD,20201009114000,31263
VD,20201009114500,31183
VD,20201009115000,31187
VD,20201009115500,31266
VD,20201009120000,31311
VD,20201009120500,31341
VD,20201009121000,31132
VD,20201009121500,31207
VD,20201009122000,31258
VD,20201009122500,31245
VD,20201009123000,31289
VD,20201009123500,31147
VD,20201009124000,31108
VD,20201009124500,31061
VD,20201009125000,31023
VD,20201009125500,31228
VD,20201009130000,31169
VD,20201009130500,30894
VD,20201009131000,30799
VD,20201009131500,30752
VD,20201009132000,30647
VD,20201009132500,30559
VD,20201009133000,30588
VD,20201009133500,30755
VD,20201009134000,30772
VD,20201009134500,30522
VD,20201009135000,30585
VD,20201009135500,30660
VD,20201009140000,30598
VD,20201009140500,30595
VD,20201009141000,30590
VD,20201009141500,30620
VD,20201009142000,30671
VD,20201009142500,30801
VD,20201009143000,30975
VD,20201009143500,31040
VD,20201009144000,30927
VD,20201009144500,31119
VD,20201009145000,31275
VD,20201009145500,31320
VD,20201009150000,31516
VD,20201009150500,31708
VD,20201009151000,31756
VD,20201009151500,31894
VD,20201009152000,32072
VD,20201009152500,32193
VD,20201009153000,32376
VD,20201009153500,32578
VD,20201009154000,32881
VD,20201009154500,33097
VD,20201009155000,33432
VD,20201009155500,33626
VD,20201009160000,33726
VD,20201009160500,34053
VD,20201009161000,34113
VD,20201009161500,34329
VD,20201009162000,34642
VD,20201009162500,35040
VD,20201009163000,35102
VD,20201009163500,35271
VD,20201009164000,35293
VD,20201009164500,35341
VD,20201009165000,35495
VD,20201009165500,35525
VD,20201009170000,35619
VD,20201009170500,35852
VD,20201009171000,35959
VD,20201009171500,36134
VD,20201009172000,36163
VD,20201009172500,36397
VD,20201009173000,36564
VD,20201009173500,36679
VD,20201009174000,36780
VD,20201009174500,36965
VD,20201009175000,37101
VD,20201009175500,37130
VD,20201009180000,37014
VD,20201009180500,37042
VD,20201009181000,36973
VD,20201009181500,36866
VD,20201009182000,36799
VD,20201009182500,36757
VD,20201009183000,36517
VD,20201009183500,36441
VD,20201009184000,36240
VD,20201009184500,35971
VD,20201009185000,35784
VD,20201009185500,35591
VD,20201009190000,35355
VD,20201009190500,35146
VD,20201009191000,34931
VD,20201009191500,34560
VD,20201009192000,34459
VD,20201009192500,34329
VD,20201009193000,34008
VD,20201009193500,33707
VD,20201009194000,33391
VD,20201009194500,33103
VD,20201009195000,32996
VD,20201009195500,32745
VD,20201009200000,32452
VD,20201009200500,32175
VD,20201009201000,31852
VD,20201009201500,31640
VD,20201009202000,31448
VD,20201009202500,31151
VD,20201009203000,30794
VD,20201009203500,30465
VD,20201009204000,30188
VD,20201009204500,29971
VD,20201009205000,29750
VD,20201009205500,29617
VD,20201009210000,29394
VD,20201009210500,28889
VD,20201009211000,28623
VD,20201009211500,28350
VD,20201009212000,28013
VD,20201009212500,27670
VD,20201009213000,27427
VD,20201009213500,27111
VD,20201009214000,26820
VD,20201009214500,26608
VD,20201009215000,26461
VD,20201009215500,26172
VD,20201009220000,25976
VD,20201009220500,25513
VD,20201009221000,25217
VD,20201009221500,24985
VD,20201009222000,24794
VD,20201009222500,24546
VD,20201009223000,24358
VD,20201009223500,24153
VD,20201009224000,24037
VD,20201009224500,23975
VD,20201009225000,23989
VD,20201009225500,24042
VD,20201009230000,23949
VD,20201009230500,23507
VD,20201009231000,23317
VD,20201009231500,23328
VD,20201009232000,23286
VD,20201009232500,23145
VD,20201009233000,23042
VD,20201009233500,22940
VD,20201009234000,22858
VD,20201009234500,22778
VD,20201009235000,22715
VD,20201009235500,22612
VD,20201010000000,22534
VD,20201010000500,22684
VD,20201010001000,22760
VD,20201010001500,22760
VD,20201010002000,22758
VD,20201010002500,22719
VD,20201010003000,22746
VD,20201010003500,22860
VD,20201010004000,22860
VD,20201010004500,22866
VD,20201010005000,22895
VD,20201010005500,22886
VD,20201010010000,22854
VD,20201010010500,22624
VD,20201010011000,22702
VD,20201010011500,22695
VD,20201010012000,22627
VD,20201010012500,22523
VD,20201010013000,22428
VD,20201010013500,22393
VD,20201010014000,22357
VD,20201010014500,22325
VD,20201010015000,22311
VD,20201010015500,22300
VD,20201010020000,22220
VD,20201010020500,21959
VD,20201010021000,21770
VD,20201010021500,21790
VD,20201010022000,21755
VD,20201010022500,21734
VD,20201010023000,21715
VD,20201010023500,21726
VD,20201010024000,21704
VD,20201010024500,21700
VD,20201010025000,21688
VD,20201010025500,21713
VD,20201010030000,21703
VD,20201010030500,22159
VD,20201010031000,22322
VD,20201010031500,22299
VD,20201010032000,22238
VD,20201010032500,22183
VD,20201010033000,22207
VD,20201010033500,22214
VD,20201010034000,22301
VD,20201010034500,22222
VD,20201010035000,22276
VD,20201010035500,22337
VD,20201010040000,22337
VD,20201010040500,22369
VD,20201010041000,22440
VD,20201010041500,22448
VD,20201010042000,22499
VD,20201010042500,22522
VD,20201010043000,22547
VD,20201010043500,22620
VD,20201010044000,22675
VD,20201010044500,22734
VD,20201010045000,22827
VD,20201010045500,22879
VD,20201010050000,22751
VD,20201010050500,23148
VD,20201010051000,23411
VD,20201010051500,23374
VD,20201010052000,23309
VD,20201010052500,23356
VD,20201010053000,23347
VD,20201010053500,23388
VD,20201010054000,23398
VD,20201010054500,23627
VD,20201010055000,23870
VD,20201010055500,24087
VD,20201010060000,24217
VD,20201010060500,24895
VD,20201010061000,24961
VD,20201010061500,25109
VD,20201010062000,25163
VD,20201010062500,25247
VD,20201010063000,25503
VD,20201010063500,25645
VD,20201010064000,25900
VD,20201010064500,26161
VD,20201010065000,26262
VD,20201010065500,26415
VD,20201010070000,26722
VD,20201010070500,27237
VD,20201010071000,27325
VD,20201010071500,27424
VD,20201010072000,27587
VD,20201010072500,27732
VD,20201010073000,27932
VD,20201010073500,28032
VD,20201010074000,28088
VD,20201010074500,28185
VD,20201010075000,28252
VD,20201010075500,28129
VD,20201010080000,28166
VD,20201010080500,28306
VD,20201010081000,28393
VD,20201010081500,28420
VD,20201010082000,28389
VD,20201010082500,28548
VD,20201010083000,28639
VD,20201010083500,28611
VD,20201010084000,28573
VD,20201010084500,28450
VD,20201010085000,28475
VD,20201010085500,28631
VD,20201010090000,28659
VD,20201010090500,28794
VD,20201010091000,28916
VD,20201010091500,28960
VD,20201010092000,28941
VD,20201010092500,28899
VD,20201010093000,28933
VD,20201010093500,28917
VD,20201010094000,28800
VD,20201010094500,28758
VD,20201010095000,28752
VD,20201010095500,28446
VD,20201010100000,28314
VD,20201010100500,28358
VD,20201010101000,28356
VD,20201010101500,28400
VD,20201010102000,28388
VD,20201010102500,28286
VD,20201010103000,28117
VD,20201010103500,28066
VD,20201010104000,27936
VD,20201010104500,27873
VD,20201010105000,28066
VD,20201010105500,28142
VD,20201010110000,28125
VD,20201010110500,28157
VD,20201010111000,28195
VD,20201010111500,28299
VD,20201010112000,28373
VD,20201010112500,28409
VD,20201010113000,28435
VD,20201010113500,28370
VD,20201010114000,28337
VD,20201010114500,28349
VD,20201010115000,28479
VD,20201010115500,28577
VD,20201010120000,28496
VD,20201010120500,28260
VD,20201010121000,28193
VD,20201010121500,28041
VD,20201010122000,27952
VD,20201010122500,27991
VD,20201010123000,27931
VD,20201010123500,27935
VD,20201010124000,27984
VD,20201010124500,27977
VD,20201010125000,27904
VD,20201010125500,27907
VD,20201010130000,27888
VD,20201010130500,27744
VD,20201010131000,27926
VD,20201010131500,28036
VD,20201010132000,28007
VD,20201010132500,27954
VD,20201010133000,27904
VD,20201010133500,27836
VD,20201010134000,27711
VD,20201010134500,27566
VD,20201010135000,27549
VD,20201010135500,27651
VD,20201010140000,27632
VD,20201010140500,27796
VD,20201010141000,27989
VD,20201010141500,28024
VD,20201010142000,28023
VD,20201010142500,28265
VD,20201010143000,28271
VD,20201010143500,28373
VD,20201010144000,28451
VD,20201010144500,28300
VD,20201010145000,28251
VD,20201010145500,28609
VD,20201010150000,28815
VD,20201010150500,29240
VD,20201010151000,29432
VD,20201010151500,29399
VD,20201010152000,29570
VD,20201010152500,29755
VD,20201010153000,29896
VD,20201010153500,30242
VD,20201010154000,30449
VD,20201010154500,30551
VD,20201010155000,30796
VD,20201010155500,31093
VD,20201010160000,31342
VD,20201010160500,31909
VD,20201010161000,32024
VD,20201010161500,32220
VD,20201010162000,32573
VD,20201010162500,32871
VD,20201010163000,33029
VD,20201010163500,33187
VD,20201010164000,33358
VD,20201010164500,33502
VD,20201010165000,33676
VD,20201010165500,33986
VD,20201010170000,34168
VD,20201010170500,33944
VD,20201010171000,34057
VD,20201010171500,34119
VD,20201010172000,34300
VD,20201010172500,34478
VD,20201010173000,34523
VD,20201010173500,34637
VD,20201010174000,34893
VD,20201010174500,34894
VD,20201010175000,34924
VD,20201010175500,35140
VD,20201010180000,35012
VD,20201010180500,34927
VD,20201010181000,34914
VD,20201010181500,34765
VD,20201010182000,34670
VD,20201010182500,34406
VD,20201010183000,34105
VD,20201010183500,33896
VD,20201010184000,33734
VD,20201010184500,33555
VD,20201010185000,33474
VD,20201010185500,33372
VD,20201010190000,33209
VD,20201010190500,32855
VD,20201010191000,32725
VD,20201010191500,32472
VD,20201010192000,32196
VD,20201010192500,32061
VD,20201010193000,31930
VD,20201010193500,31813
VD,20201010194000,31676
VD,20201010194500,31541
VD,20201010195000,31305
VD,20201010195500,31156
VD,20201010200000,31010
VD,20201010200500,30638
VD,20201010201000,30424
VD,20201010201500,30255
VD,20201010202000,30113
VD,20201010202500,30019
VD,20201010203000,29774
VD,20201010203500,29444
VD,20201010204000,29306
VD,20201010204500,29221
VD,20201010205000,29064
VD,20201010205500,28766
VD,20201010210000,28380
VD,20201010210500,28126
VD,20201010211000,27834
VD,20201010211500,27588
VD,20201010212000,27276
VD,20201010212500,26965
VD,20201010213000,26771
VD,20201010213500,26504
VD,20201010214000,26269
VD,20201010214500,26065
VD,20201010215000,25761
VD,20201010215500,25455
VD,20201010220000,25454
VD,20201010220500,25082
VD,20201010221000,24870
VD,20201010221500,24551
VD,20201010222000,24253
VD,20201010222500,24062
VD,20201010223000,23686
VD,20201010223500,23564
VD,20201010224000,23395
VD,20201010224500,23264
VD,20201010225000,23125
VD,20201010225500,22824
VD,20201010230000,22638
VD,20201010230500,22346
VD,20201010231000,22271
VD,20201010231500,22117
VD,20201010232000,21961
VD,20201010232500,21847
VD,20201010233000,21805
VD,20201010233500,21919
VD,20201010234000,21804
VD,20201010234500,21734
VD,20201010235000,21665
VD,20201010235500,21658
VD,20201011000000,21631
VD,20201011000500,21821
VD,20201011001000,21848
VD,20201011001500,21849
VD,20201011002000,21970
VD,20201011002500,22001
VD,20201011003000,21955
VD,20201011003500,21931
VD,20201011004000,21821
VD,20201011004500,21761
VD,20201011005000,21849
VD,20201011005500,21788
VD,20201011010000,21813
VD,20201011010500,21906
VD,20201011011000,21892
VD,20201011011500,22065
VD,20201011012000,22241
VD,20201011012500,22342
VD,20201011013000,22433
VD,20201011013500,22449
VD,20201011014000,22455
VD,20201011014500,22406
VD,20201011015000,22288
VD,20201011015500,22214
VD,20201011020000,22040
VD,20201011020500,21794
VD,20201011021000,21823
VD,20201011021500,21865
VD,20201011022000,21880
VD,20201011022500,21883
VD,20201011023000,21895
VD,20201011023500,21923
VD,20201011024000,21828
VD,20201011024500,21778
VD,20201011025000,21814
VD,20201011025500,21768
VD,20201011030000,21780
VD,20201011030500,21826
VD,20201011031000,21886
VD,20201011031500,21893
VD,20201011032000,21918
VD,20201011032500,21884
VD,20201011033000,21870
VD,20201011033500,21881
VD,20201011034000,21930
VD,20201011034500,21907
VD,20201011035000,21802
VD,20201011035500,21792
VD,20201011040000,21857
VD,20201011040500,22002
VD,20201011041000,21900
VD,20201011041500,21963
VD,20201011042000,22115
VD,20201011042500,22080
VD,20201011043000,22033
VD,20201011043500,22039
VD,20201011044000,22039
VD,20201011044500,22042
VD,20201011045000,22055
VD,20201011045500,22151
VD,20201011050000,22220
VD,20201011050500,22118
VD,20201011051000,21976
VD,20201011051500,21923
VD,20201011052000,21914
VD,20201011052500,21939
VD,20201011053000,21935
VD,20201011053500,21906
VD,20201011054000,22027
VD,20201011054500,22229
VD,20201011055000,22448
VD,20201011055500,22658
VD,20201011060000,22811
VD,20201011060500,23311
VD,20201011061000,23516
VD,20201011061500,23694
VD,20201011062000,23803
VD,20201011062500,24066
VD,20201011063000,24319
VD,20201011063500,24467
VD,20201011064000,24674
VD,20201011064500,24846
VD,20201011065000,24968
VD,20201011065500,25061
VD,20201011070000,25236
VD,20201011070500,25575
VD,20201011071000,25771
VD,20201011071500,25964
VD,20201011072000,26166
VD,20201011072500,26342
VD,20201011073000,26448
VD,20201011073500,26529
VD,20201011074000,26700
VD,20201011074500,26800
VD,20201011075000,26922
VD,20201011075500,27086
VD,20201011080000,27176
VD,20201011080500,27504
VD,20201011081000,27623
VD,20201011081500,27793
VD,20201011082000,27896
VD,20201011082500,27940
VD,20201011083000,27987
VD,20201011083500,28027
VD,20201011084000,27900
VD,20201011084500,27791
VD,20201011085000,27876
VD,20201011085500,27913
VD,20201011090000,27742
VD,20201011090500,27864
VD,20201011091000,27883
VD,20201011091500,27909
VD,20201011092000,27886
VD,20201011092500,27857
VD,20201011093000,27805
VD,20201011093500,27749
VD,20201011094000,27781
VD,20201011094500,27790
VD,20201011095000,27844
VD,20201011095500,27812
VD,20201011100000,27690
VD,20201011100500,27690
VD,20201011101000,27728
VD,20201011101500,27739
VD,20201011102000,27753
VD,20201011102500,27825
VD,20201011103000,27858
VD,20201011103500,27822
VD,20201011104000,27814
VD,20201011104500,27836
VD,20201011105000,27897
VD,20201011105500,28127
VD,20201011110000,28294
VD,20201011110500,28501
VD,20201011111000,28643
VD,20201011111500,28890
VD,20201011112000,28928
VD,20201011112500,29002
VD,20201011113000,28959
VD,20201011113500,28998
VD,20201011114000,28978
VD,20201011114500,28879
VD,20201011115000,28666
VD,20201011115500,28701
VD,20201011120000,28578
VD,20201011120500,28669
VD,20201011121000,28866
VD,20201011121500,28945
VD,20201011122000,28967
VD,20201011122500,28991
VD,20201011123000,28955
VD,20201011123500,28874
VD,20201011124000,28798
VD,20201011124500,28779
VD,20201011125000,28860
VD,20201011125500,28924
VD,20201011130000,28903
VD,20201011130500,28850
VD,20201011131000,28819
VD,20201011131500,28758
VD,20201011132000,28839
VD,20201011132500,28894
VD,20201011133000,28873
VD,20201011133500,28778
VD,20201011134000,28725
VD,20201011134500,28791
VD,20201011135000,28899
VD,20201011135500,29021
VD,20201011140000,29134
VD,20201011140500,29276
VD,20201011141000,29382
VD,20201011141500,29490
VD,20201011142000,29723
VD,20201011142500,29737
VD,20201011143000,29720
VD,20201011143500,29984
VD,20201011144000,30207
VD,20201011144500,30492
VD,20201011145000,30651
VD,20201011145500,30788
VD,20201011150000,31029
VD,20201011150500,31394
VD,20201011151000,31542
VD,20201011151500,31656
VD,20201011152000,31869
VD,20201011152500,32244
VD,20201011153000,32421
VD,20201011153500,32612
VD,20201011154000,32942
VD,20201011154500,33412
VD,20201011155000,33999
VD,20201011155500,33324
VD,20201011160000,34545
VD,20201011160500,34715
VD,20201011161000,34977
VD,20201011161500,35345
VD,20201011162000,35516
VD,20201011162500,35820
VD,20201011163000,35935
VD,20201011163500,35924
VD,20201011164000,35994
VD,20201011164500,36039
VD,20201011165000,36249
VD,20201011165500,36455
VD,20201011170000,36677
VD,20201011170500,36887
VD,20201011171000,36836
VD,20201011171500,36867
VD,20201011172000,36753
VD,20201011172500,36882
VD,20201011173000,36947
VD,20201011173500,37029
VD,20201011174000,37084
VD,20201011174500,37125
VD,20201011175000,37139
VD,20201011175500,37113
VD,20201011180000,37175
VD,20201011180500,37212
VD,20201011181000,37162
VD,20201011181500,36995
VD,20201011182000,36763
VD,20201011182500,36582
VD,20201011183000,36474
VD,20201011183500,36173
VD,20201011184000,36012
VD,20201011184500,35813
VD,20201011185000,35468
VD,20201011185500,35211
VD,20201011190000,35150
VD,20201011190500,35045
VD,20201011191000,35077
VD,20201011191500,34830
VD,20201011192000,34724
VD,20201011192500,34573
VD,20201011193000,34259
VD,20201011193500,34033
VD,20201011194000,33924
VD,20201011194500,33640
VD,20201011195000,33315
VD,20201011195500,33021
VD,20201011200000,32773
VD,20201011200500,32622
VD,20201011201000,32423
VD,20201011201500,32171
VD,20201011202000,31954
VD,20201011202500,31744
VD,20201011203000,31429
VD,20201011203500,31191
VD,20201011204000,30969
VD,20201011204500,30683
VD,20201011205000,30523
VD,20201011205500,30308
VD,20201011210000,30048
VD,20201011210500,29847
VD,20201011211000,29555
VD,20201011211500,29077
VD,20201011212000,28684
VD,20201011212500,28374
VD,20201011213000,28196
VD,20201011213500,28101
VD,20201011214000,27838
VD,20201011214500,27593
VD,20201011215000,27369
VD,20201011215500,27135
VD,20201011220000,26842
VD,20201011220500,26514
VD,20201011221000,26169
VD,20201011221500,25595
VD,20201011222000,25298
VD,20201011222500,24990
VD,20201011223000,24675
VD,20201011223500,24491
VD,20201011224000,24246
VD,20201011224500,24014
VD,20201011225000,23809
VD,20201011225500,23662
VD,20201011230000,23554
VD,20201011230500,23386
VD,20201011231000,23143
VD,20201011231500,22968
VD,20201011232000,22786
VD,20201011232500,22607
VD,20201011233000,22604
VD,20201011233500,22565
VD,20201011234000,22531
VD,20201011234500,22508
VD,20201011235000,22532
VD,20201011235500,22527
VD,20201012000000,22584
VD,20201012000500,22777
VD,20201012001000,22950
VD,20201012001500,22883
VD,20201012002000,22852
VD,20201012002500,22831
VD,20201012003000,22854
VD,20201012003500,23036
VD,20201012004000,23130
VD,20201012004500,23162
VD,20201012005000,23216
VD,20201012005500,23266
VD,20201012010000,23262
VD,20201012010500,23176
VD,20201012011000,23111
VD,20201012011500,23075
VD,20201012012000,23026
VD,20201012012500,22999
VD,20201012013000,22957
VD,20201012013500,22975
VD,20201012014000,22912
VD,20201012014500,22849
VD,20201012015000,22834
VD,20201012015500,22773
VD,20201012020000,22650
VD,20201012020500,22479
VD,20201012021000,22448
VD,20201012021500,22420
VD,20201012022000,22380
VD,20201012022500,22302
VD,20201012023000,22230
VD,20201012023500,22316
VD,20201012024000,22356
VD,20201012024500,22359
VD,20201012025000,22309
VD,20201012025500,22267
VD,20201012030000,22213
VD,20201012030500,22289
VD,20201012031000,22298
VD,20201012031500,22292
VD,20201012032000,22349
VD,20201012032500,22336
VD,20201012033000,22395
VD,20201012033500,22481
VD,20201012034000,22583
VD,20201012034500,22615
VD,20201012035000,22601
VD,20201012035500,22587
VD,20201012040000,22557
VD,20201012040500,22263
VD,20201012041000,22595
VD,20201012041500,22674
VD,20201012042000,22742
VD,20201012042500,22852
VD,20201012043000,22992
VD,20201012043500,23198
VD,20201012044000,23439
VD,20201012044500,23680
VD,20201012045000,24121
VD,20201012045500,24394
VD,20201012050000,24753
VD,20201012050500,25506
VD,20201012051000,26195
VD,20201012051500,26840
VD,20201012052000,27177
VD,20201012052500,27585
VD,20201012053000,27904
VD,20201012053500,28190
VD,20201012054000,28702
VD,20201012054500,29194
VD,20201012055000,29748
VD,20201012055500,30344
VD,20201012060000,30786
VD,20201012060500,31478
VD,20201012061000,32104
VD,20201012061500,32570
VD,20201012062000,33000
VD,20201012062500,33255
VD,20201012063000,33367
VD,20201012063500,33698
VD,20201012064000,34070
VD,20201012064500,34254
VD,20201012065000,34356
VD,20201012065500,34666
VD,20201012070000,35123
VD,20201012070500,35690
VD,20201012071000,36180
VD,20201012071500,36411
VD,20201012072000,36604
VD,20201012072500,36525
VD,20201012073000,36560
VD,20201012073500,36599
VD,20201012074000,36575
VD,20201012074500,36622
VD,20201012075000,36563
VD,20201012075500,36747
VD,20201012080000,36731
VD,20201012080500,36555
VD,20201012081000,36671
VD,20201012081500,36722
VD,20201012082000,36746
VD,20201012082500,36733
VD,20201012083000,36730
VD,20201012083500,36495
VD,20201012084000,36453
VD,20201012084500,36461
VD,20201012085000,36487
VD,20201012085500,36495
VD,20201012090000,36565
VD,20201012090500,36570
VD,20201012091000,36586
VD,20201012091500,36617
VD,20201012092000,36513
VD,20201012092500,36388
VD,20201012093000,36331
VD,20201012093500,36568
VD,20201012094000,36619
VD,20201012094500,36566
VD,20201012095000,36692
VD,20201012095500,37194
VD,20201012100000,37109
VD,20201012100500,36859
VD,20201012101000,36901
VD,20201012101500,36872
VD,20201012102000,36834
VD,20201012102500,36812
VD,20201012103000,36665
VD,20201012103500,36539
VD,20201012104000,36414
VD,20201012104500,36394
VD,20201012105000,36446
VD,20201012105500,36397
VD,20201012110000,36466
VD,20201012110500,36531
VD,20201012111000,36682
VD,20201012111500,36724
VD,20201012112000,36723
VD,20201012112500,36718
VD,20201012113000,36649
VD,20201012113500,36842
VD,20201012114000,37249
VD,20201012114500,37300
VD,20201012115000,37236
VD,20201012115500,36974
VD,20201012120000,36887
VD,20201012120500,36892
VD,20201012121000,36849
VD,20201012121500,36837
VD,20201012122000,36787
VD,20201012122500,36662
VD,20201012123000,36560
VD,20201012123500,36362
VD,20201012124000,36284
VD,20201012124500,36393
VD,20201012125000,36478
VD,20201012125500,36384
VD,20201012130000,36339
VD,20201012130500,36167
VD,20201012131000,36432
VD,20201012131500,36457
VD,20201012132000,36407
VD,20201012132500,36432
VD,20201012133000,36305
VD,20201012133500,36180
VD,20201012134000,36064
VD,20201012134500,36013
VD,20201012135000,36091
VD,20201012135500,36042
VD,20201012140000,35889
VD,20201012140500,35814
VD,20201012141000,36266
VD,20201012141500,36256
VD,20201012142000,36356
VD,20201012142500,36330
VD,20201012143000,36334
VD,20201012143500,36499
VD,20201012144000,36572
VD,20201012144500,36633
VD,20201012145000,36603
VD,20201012145500,36709
VD,20201012150000,36734
VD,20201012150500,36792
VD,20201012151000,36834
VD,20201012151500,36984
VD,20201012152000,37165
VD,20201012152500,37240
VD,20201012153000,37399
VD,20201012153500,37404
VD,20201012154000,37559
VD,20201012154500,37835
VD,20201012155000,37999
VD,20201012155500,38049
VD,20201012160000,38261
VD,20201012160500,38447
VD,20201012161000,38497
VD,20201012161500,38696
VD,20201012162000,38845
VD,20201012162500,38951
VD,20201012163000,39027
VD,20201012163500,39249
VD,20201012164000,39179
VD,20201012164500,39254
VD,20201012165000,39239
VD,20201012165500,39173
VD,20201012170000,39208
VD,20201012170500,39184
VD,20201012171000,39278
VD,20201012171500,39432
VD,20201012172000,39471
VD,20201012172500,39525
VD,20201012173000,39710
VD,20201012173500,40026
VD,20201012174000,40124
VD,20201012174500,40037
VD,20201012175000,40104
VD,20201012175500,39925
VD,20201012180000,39634
VD,20201012180500,39569
VD,20201012181000,39218
VD,20201012181500,38981
VD,20201012182000,38781
VD,20201012182500,38447
VD,20201012183000,38246
VD,20201012183500,37989
VD,20201012184000,37820
VD,20201012184500,37637
VD,20201012185000,37384
VD,20201012185500,37048
VD,20201012190000,36759
VD,20201012190500,36678
VD,20201012191000,36392
VD,20201012191500,36073
VD,20201012192000,35863
VD,20201012192500,35669
VD,20201012193000,35572
VD,20201012193500,35490
VD,20201012194000,35220
VD,20201012194500,34872
VD,20201012195000,34563
VD,20201012195500,34045
VD,20201012200000,33663
VD,20201012200500,33523
VD,20201012201000,33237
VD,20201012201500,33034
VD,20201012202000,32803
VD,20201012202500,32628
VD,20201012203000,32309
VD,20201012203500,31925
VD,20201012204000,31668
VD,20201012204500,31246
VD,20201012205000,30878
VD,20201012205500,30617
VD,20201012210000,30324
VD,20201012210500,30247
VD,20201012211000,30131
VD,20201012211500,29712
VD,20201012212000,29370
VD,20201012212500,29045
VD,20201012213000,28747
VD,20201012213500,28451
VD,20201012214000,28092
VD,20201012214500,27839
VD,20201012215000,27626
VD,20201012215500,27263
VD,20201012220000,26406
VD,20201012220500,26014
VD,20201012221000,25759
VD,20201012221500,25436
VD,20201012222000,25261
VD,20201012222500,25057
VD,20201012223000,24842
VD,20201012223500,24634
VD,20201012224000,24446
VD,20201012224500,24281
VD,20201012225000,24142
VD,20201012225500,23925
VD,20201012230000,23805
VD,20201012230500,23694
VD,20201012231000,23659
VD,20201012231500,23711
VD,20201012232000,23688
VD,20201012232500,23565
VD,20201012233000,23387
VD,20201012233500,23394
VD,20201012234000,23292
VD,20201012234500,23259
VD,20201012235000,23329
VD,20201012235500,23348
FTR,3456
